body,title
"Un anuncio en el que se buscaba un comercial que dominase el francés fue el principio de todo. Al fundador y director de OK Mobility, el francomarroquí Othman Ktiri, la vocación comercial le viene de serie a pesar de ser ingeniero agrónomo y amante de la biología marina. Sin embargo, el mundo de la automoción, en el que ha levantado un imperio, y los coches como algo más allá de un objeto con el que comerciar no le interesan especialmente. Con más de 450 empleados y 35 oficinas en siete países, esta empresa multinacional radicada en Palma de Mallorca que ofrece soluciones de movilidad mediante la venta y el alquiler de vehículos seminuevos ha dado el paso de buscar financiación en el Mercado Alternativo de Renta Fija de BME (MARF) con una emisión inicial de pagarés por valor de 80 millones de euros. Un reto para su fundador, que con esta operación pretende mostrar “solvencia y transparencia” y obtener una fuente de financiación que permita diversificar su negocio.",El ingeniero que maneja los coches seminuevos desde Mallorca
